company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Terralogic,https://www.terralogic.com/careers/,https://www.terralogic.com/,IT & Engineering Services,it_services,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Tesco Bengaluru,https://www.tesco-careers.com,https://www.tesco.com/,Retail Tech,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,blocked,2026-08-09,Tier 2,High,Possible,Verify,Monitor,indian_seed+mnc_excel_2026,403,https://www.tesco.com/careers/en-GB,,,,,True
Tesla,https://www.tesla.com/careers,https://www.tesla.com/,Automotive & Mobility,automotive,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Tessolve Semiconductor,https://www.tessolve.com/careers/,https://www.tessolve.com/,Semiconductor Engineering,it_services,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Testbook,https://testbook.com/careers,https://www.testbook.com/,EdTech,edtech,IN,Maharashtra,Navi Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Full Stack Engineer; Data Analyst; SDET,Node.js; React; Python; AWS,Node.js; React; Python; AWS,working,2026-07-22,,,,,,,,,,,,,True
Testsigma,https://testsigma.com/careers,https://www.testsigma.com/,Developer tools (test automation),saas,IN,Tamil Nadu,Chennai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Texas Instruments,https://careers.ti.com,https://www.ti.com/,Semiconductors,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Texas Instruments India,https://careers.ti.com,https://www.careers.ti.com/,Semiconductors,product,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Thales India,https://www.thalesgroup.com/en/careers,https://www.thalesgroup.com/,Aerospace/Defense/Digital,gcc,IN,Uttar Pradesh,Noida,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,,https://www.thalesgroup.com/en/careers,,,,True
The Hartford,https://www.thehartford.com/careers,https://www.thehartford.com/,Insurance,bfsi,US,Unknown,USA,large,Unknown,workday,thehartford,0.95,live_probe,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,200,,https://www.thehartford.com/careers,https://thehartford.wd5.myworkdayjobs.com/Careers_External/login,thehartford,Careers_External,True
The Healthy Billions / HealthKart,https://www.healthkart.com/careers,https://www.healthkart.com/,Healthtech / Nutrition E-commerce,healthtech,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
The Sleep Company,https://www.thesleepcompany.in/,https://www.thesleepcompany.in/,D2C Mattress & Furniture,consumer,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,homepage_only,2026-07-22,,,,,,,,,,,,,True
The Souled Store,https://www.thesouledstore.com/careers,https://www.thesouledstore.com/,D2C Apparel,consumer,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,working,2026-07-22,,,,,,,,,,,,,True
The Walt Disney Company,https://jobs.disneycareers.com/,https://jobs.disneycareers.com/,"Telecom, Media & Entertainment",telecom,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
The Whole Truth Foods,https://www.thewholetruthfoods.com/pages/careers,https://www.thewholetruthfoods.com/,D2C foods,foodtech,IN,Maharashtra,Mumbai,small,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,4,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
TheMathCompany,https://themathcompany.com/careers,https://www.themathcompany.com/,Analytics & AI,analytics_ai,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,unreachable,2026-07-22,,,,,,,,,,,,,True
Thermax,https://www.thermaxglobal.com/careers/,https://www.thermaxglobal.com/,Energy & Environment Engineering,energy,IN,Maharashtra,Pune,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SCADA; Cloud,Python; SQL; SCADA; Cloud,blocked,2026-07-22,,,,,,,,,,,,,True
Thermo Fisher Scientific India,https://jobs.thermofisher.com,https://www.thermofisher.com/,Life Sciences,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,Tier 1,High,Possible,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Third Wave Coffee,https://www.thirdwavecoffee.in/,https://www.thirdwavecoffee.in/,Cafe Chain,foodtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,4,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Thomson Reuters India,https://careers.thomsonreuters.com,https://www.thomsonreuters.com/,Information Services,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,workday,thomsonreuters,0.95,final_url,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,,,,,,,,,,,,,True
ThoughtSphere,https://thoughtsphere.com/careers/,https://www.thoughtsphere.com/,Clinical Data Analytics,healthtech,IN,Telangana,Hyderabad,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
ThoughtSpot,https://www.thoughtspot.com/careers,https://www.thoughtspot.com/,Analytics / AI BI,analytics_ai,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,working,2026-07-22,,,,,,,,,,,,,True
Thoughtworks,https://www.thoughtworks.com/careers,https://www.thoughtworks.com/,Software/Consulting,product,IN,Maharashtra,Pune,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,7,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Thrillophilia,https://www.thrillophilia.com/careers,https://www.thrillophilia.com/,Travel,travel,IN,Rajasthan,Jaipur,small,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Tiger Analytics,https://www.tigeranalytics.com/careers,https://www.tigeranalytics.com/,Analytics & AI,analytics_ai,IN,Tamil Nadu,"Chennai, Tamil Nadu",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,redirect,2026-07-22,,,,,,,,,,,,,True
Times Internet,https://timesinternet.in/careers,https://www.timesinternet.in/,Consumer internet,consumer,IN,Uttar Pradesh,Noida,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,working,2026-07-22,,,,,,,,,,,,,True
Titan Company,https://www.titancompany.in/careers,https://www.titancompany.in/,Consumer Retail,retail,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Toddle,https://careers.toddleapp.com/,https://www.toddleapp.com/,EdTech SaaS,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Tonbo Imaging,https://www.tonboimaging.com/careers/,https://www.tonboimaging.com/,Vision / defense AI,ai_genai,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
ToolJet,https://www.tooljet.com/,https://www.tooljet.com/,Low-code platform,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,homepage_only,2026-07-22,,,,,,,,,,,,,True
Toplyne,https://www.toplyne.io/careers,https://www.toplyne.io/,Revenue AI SaaS,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,not_found,2026-07-22,,,,,,,,,,,,,False
Torrent Pharmaceuticals,https://www.torrentpharma.com/careers,https://www.torrentpharma.com/,Pharmaceuticals,pharma,IN,Gujarat,Ahmedabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,blocked,2026-07-22,,,,,,,,,,,,,True
Torrent Power,https://careers.torrentpower.com/,https://www.torrentpower.com/,Power Utility,energy,IN,Gujarat,Ahmedabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SCADA; Cloud,Python; SQL; SCADA; Cloud,redirect,2026-07-22,,,,,,,,,,,,,True
TotalEnergies,https://www.totalenergies.com/careers,https://www.totalenergies.com/,"Industrial, Engineering & Energy",manufacturing,FR,Unknown,France,large,Unknown,avature,totalenergies,0.95,live_probe,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,https://totalenergies.com/careers,https://totalenergies.com/careers,https://totalenergies.avature.net/en_US/careers/,,,True
Toyota Motor Corporation,https://careers.toyota.com/,https://careers.toyota.com/,Automotive & Mobility,automotive,JP,Unknown,Japan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,YES,mnc_excel_2026,,,,,,,True
Traceable AI,https://www.traceable.ai/careers,https://www.traceable.ai/,Cybersecurity (API security),saas,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
TransUnion CIBIL,https://www.transunioncibil.com/careers,https://www.transunioncibil.com/,Credit Bureau,fintech,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,blocked,2026-07-22,,,,,,,,,,,,,True
Trantor,https://www.trantorinc.com/careers,https://www.trantorinc.com/,IT Services & Consulting,it_services,IN,Chandigarh,Chandigarh,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Tredence,https://www.tredence.com/,https://www.tredence.com/,Analytics & AI,analytics_ai,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,homepage_only,2026-07-22,,,,,,,,,,,,,True
Treebo Hotels,https://www.treebo.com/careers,https://www.treebo.com/,Hospitality Tech,travel,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Trent Limited,https://www.trentlimited.com/,https://www.trentlimited.com/,Retail,retail,IN,Maharashtra,Mumbai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Tricog Health,https://www.tricog.com/careers/,https://www.tricog.com/,Cardiac AI,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
Trigent Software,https://www.trigent.com/careers/,https://www.trigent.com/,IT Services & Consulting,it_services,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Trimble,https://careers.trimble.com,https://www.trimble.com/,Software/Hardware,product,IN,Tamil Nadu,Chennai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,unreachable,2026-07-22,,,,,,,,,,,,,True
Tripadvisor,https://www.tripadvisor.com/careers,https://www.tripadvisor.com/,"Logistics, Travel & Aviation",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Trivitron Healthcare,https://www.trivitron.com/careers/,https://www.trivitron.com/,Medical Devices / Diagnostics,healthtech,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
TrueFoundry,https://www.truefoundry.com/careers,https://www.truefoundry.com/,MLOps / LLMOps,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Truemeds,https://www.truemeds.in/,https://www.truemeds.in/,Healthtech / E-pharmacy,healthtech,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,homepage_only,2026-07-22,,,,,,,,,,,,,True
Truww,https://www.truww.com/,https://www.truww.com/,Home interiors tech,proptech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
TSMC,https://www.tsmc.com/english/careers,https://www.tsmc.com/,Semiconductors & Electronics,manufacturing,TW,Unknown,Taiwan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 1,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
